    2   0
         1     1.0000000E+01    4.0000000E+00    0.0000000E+00
         2     8.8888889E+00    4.0000000E+00    0.0000000E+00
         3     1.0000000E+01    2.8571429E+00    0.0000000E+00
         4     8.3700000E+00    2.2700000E+00    0.0000000E+00
         5     1.0000000E+01    1.7142857E+00    0.0000000E+00
         6     1.0000000E+01    5.7142857E-01    0.0000000E+00
         7     8.3700000E+00    1.1700000E+00    0.0000000E+00
         8     1.0000000E+01   -5.7142857E-01    0.0000000E+00
         9     8.3700000E+00    7.0000000E-02    0.0000000E+00
        10     8.3700000E+00   -1.0300000E+00    0.0000000E+00
        11     1.0000000E+01   -1.7142857E+00    0.0000000E+00
        12     8.3700000E+00   -2.1300000E+00    0.0000000E+00
        13     1.0000000E+01   -2.8571429E+00    0.0000000E+00
        14     1.0000000E+01   -4.0000000E+00    0.0000000E+00
        15     8.8888889E+00   -4.0000000E+00    0.0000000E+00
        16     7.7777778E+00    4.0000000E+00    0.0000000E+00
        17     7.2700000E+00    2.2700000E+00    0.0000000E+00
        18     8.3700000E+00   -3.2300000E+00    0.0000000E+00
        19     7.7777778E+00   -4.0000000E+00    0.0000000E+00
        20     6.6666667E+00    4.0000000E+00    0.0000000E+00
        21     6.1700000E+00    2.2700000E+00    0.0000000E+00
        22     7.2700000E+00   -3.2300000E+00    0.0000000E+00
        23     6.6666667E+00   -4.0000000E+00    0.0000000E+00
        24     5.5555556E+00    4.0000000E+00    0.0000000E+00
        25     5.0700000E+00    2.2700000E+00    0.0000000E+00
        26     6.1700000E+00   -3.2300000E+00    0.0000000E+00
        27     5.5555556E+00   -4.0000000E+00    0.0000000E+00
        28     4.4444444E+00    4.0000000E+00    0.0000000E+00
        29     3.9700000E+00    2.2700000E+00    0.0000000E+00
        30     5.0700000E+00   -3.2300000E+00    0.0000000E+00
        31     4.4444444E+00   -4.0000000E+00    0.0000000E+00
        32     3.3333333E+00    4.0000000E+00    0.0000000E+00
        33     2.8700000E+00    2.2700000E+00    0.0000000E+00
        34     3.9700000E+00   -3.2300000E+00    0.0000000E+00
        35     3.3333333E+00   -4.0000000E+00    0.0000000E+00
        36     2.2222222E+00    4.0000000E+00    0.0000000E+00
        37     1.7700000E+00    2.2700000E+00    0.0000000E+00
        38     2.8700000E+00   -3.2300000E+00    0.0000000E+00
        39     2.2222222E+00   -4.0000000E+00    0.0000000E+00
        40     1.1111111E+00    4.0000000E+00    0.0000000E+00
        41     6.7000000E-01    2.2700000E+00    0.0000000E+00
        42     1.7700000E+00   -3.2300000E+00    0.0000000E+00
        43     1.1111111E+00   -4.0000000E+00    0.0000000E+00
        44     0.0000000E+00    4.0000000E+00    0.0000000E+00
        45    -4.3000000E-01    2.2700000E+00    0.0000000E+00
        46     6.7000000E-01   -3.2300000E+00    0.0000000E+00
        47     0.0000000E+00   -4.0000000E+00    0.0000000E+00
        48    -1.1111111E+00    4.0000000E+00    0.0000000E+00
        49    -1.5300000E+00    2.2700000E+00    0.0000000E+00
        50    -4.3000000E-01   -3.2300000E+00    0.0000000E+00
        51    -1.1111111E+00   -4.0000000E+00    0.0000000E+00
        52    -2.2222222E+00    4.0000000E+00    0.0000000E+00
        53    -2.6300000E+00    2.2700000E+00    0.0000000E+00
        54    -1.5300000E+00   -2.1300000E+00    0.0000000E+00
        55    -2.2222222E+00   -4.0000000E+00    0.0000000E+00
        56    -3.3333333E+00    4.0000000E+00    0.0000000E+00
        57    -3.7300000E+00    2.2700000E+00    0.0000000E+00
        58    -2.6300000E+00   -2.1300000E+00    0.0000000E+00
        59    -3.3333333E+00   -4.0000000E+00    0.0000000E+00
        60    -4.4444444E+00    4.0000000E+00    0.0000000E+00
